STATE CODE,DISTRICT CODE,INDIA/STATE/UT/DISTRICT,TRU,pop_per,pop_male,pop_female
9,17,Mainpuri,Total,"1,847,194","984,892","862,302"
9,17,Mainpuri,Rural,"1,562,861","835,567","727,294"
9,17,Mainpuri,Urban,"284,333","149,325","135,008"
9,18,Budaun,Total,"3,712,738","1,997,242","1,715,496"
9,18,Budaun,Rural,"3,067,803","1,658,303","1,409,500"
9,18,Budaun,Urban,"644,935","338,939","305,996"
9,19,Bareilly,Total,"4,465,344","2,371,454","2,093,890"
9,19,Bareilly,Rural,"2,902,849","1,543,207","1,359,642"
9,19,Bareilly,Urban,"1,562,495","828,247","734,248"
9,20,Pilibhit,Total,"2,037,225","1,078,525","958,700"
9,20,Pilibhit,Rural,"1,682,069","890,894","791,175"
9,20,Pilibhit,Urban,"355,156","187,631","167,525"
9,21,Shahjahanpur,Total,"3,002,376","1,610,182","1,392,194"
9,21,Shahjahanpur,Rural,"2,410,968","1,297,546","1,113,422"
9,21,Shahjahanpur,Urban,"591,408","312,636","278,772"
9,22,Kheri,Total,"4,013,634","2,126,782","1,886,852"
9,22,Kheri,Rural,"3,552,289","1,883,534","1,668,755"
9,22,Kheri,Urban,"461,345","243,248","218,097"
9,23,Sitapur,Total,"4,474,446","2,380,666","2,093,780"
9,23,Sitapur,Rural,"3,944,454","2,102,249","1,842,205"
9,23,Sitapur,Urban,"529,992","278,417","251,575"
9,24,Hardoi,Total,"4,091,380","2,204,264","1,887,116"
9,24,Hardoi,Rural,"3,550,389","1,918,232","1,632,157"
9,24,Hardoi,Urban,"540,991","286,032","254,959"
9,25,Unnao,Total,"3,110,595","1,636,295","1,474,300"
9,25,Unnao,Rural,"2,577,332","1,355,759","1,221,573"
9,25,Unnao,Urban,"533,263","280,536","252,727"
9,26,Lucknow,Total,"4,588,455","2,407,897","2,180,558"
9,26,Lucknow,Rural,"1,550,737","817,350","733,387"
9,26,Lucknow,Urban,"3,037,718","1,590,547","1,447,171"
9,27,Rae Bareli,Total,"3,404,004","1,753,344","1,650,660"
9,27,Rae Bareli,Rural,"3,096,097","1,593,143","1,502,954"
9,27,Rae Bareli,Urban,"307,907","160,201","147,706"
9,28,Farrukhabad,Total,"1,887,577","1,007,479","880,098"
9,28,Farrukhabad,Rural,"1,472,283","786,658","685,625"
9,28,Farrukhabad,Urban,"415,294","220,821","194,473"
9,29,Kannauj,Total,"1,658,005","882,546","775,459"
9,29,Kannauj,Rural,"1,377,419","735,022","642,397"
9,29,Kannauj,Urban,"280,586","147,524","133,062"
9,30,Etawah,Total,"1,579,160","845,893","733,267"
9,30,Etawah,Rural,"1,212,850","652,350","560,500"
9,30,Etawah,Urban,"366,310","193,543","172,767"
9,31,Auraiya,Total,"1,372,287","736,144","636,143"
9,31,Auraiya,Rural,"1,138,082","612,399","525,683"
9,31,Auraiya,Urban,"234,205","123,745","110,460"
9,32,Kanpur Dehat,Total,"1,795,092","964,284","830,808"
9,32,Kanpur Dehat,Rural,"1,621,654","872,373","749,281"
9,32,Kanpur Dehat,Urban,"173,438","91,911","81,527"
9,33,Kanpur Nagar,Total,"4,572,951","2,469,114","2,103,837"
9,33,Kanpur Nagar,Rural,"1,557,822","833,912","723,910"
9,33,Kanpur Nagar,Urban,"3,015,129","1,635,202","1,379,927"
9,34,Jalaun ,Total,"1,670,718","895,804","774,914"
9,34,Jalaun ,Rural,"1,251,964","673,302","578,662"
9,34,Jalaun ,Urban,"418,754","222,502","196,252"
9,35,Jhansi,Total,"2,000,755","1,061,310","939,445"
9,35,Jhansi,Rural,"1,164,749","616,013","548,736"
9,35,Jhansi,Urban,"836,006","445,297","390,709"
9,36,Lalitpur,Total,"1,218,002","639,392","578,610"
9,36,Lalitpur,Rural,"1,042,907","547,870","495,037"
9,36,Lalitpur,Urban,"175,095","91,522","83,573"
9,37,Hamirpur,Total,"1,104,021","593,576","510,445"
9,37,Hamirpur,Rural,"894,707","481,573","413,134"
9,37,Hamirpur,Urban,"209,314","112,003","97,311"
9,38,Mahoba,Total,"876,055","465,937","410,118"
9,38,Mahoba,Rural,"690,377","367,311","323,066"
9,38,Mahoba,Urban,"185,678","98,626","87,052"
9,39,Banda,Total,"1,799,541","966,123","833,418"
9,39,Banda,Rural,"1,523,378","819,025","704,353"
9,39,Banda,Urban,"276,163","147,098","129,065"
9,40,Chitrakoot,Total,"990,626","527,101","463,525"
9,40,Chitrakoot,Rural,"894,274","476,142","418,132"
9,40,Chitrakoot,Urban,"96,352","50,959","45,393"
9,41,Fatehpur,Total,"2,632,684","1,385,556","1,247,128"
9,41,Fatehpur,Rural,"2,310,086","1,216,122","1,093,964"
9,41,Fatehpur,Urban,"322,598","169,434","153,164"
9,42,Pratapgarh,Total,"3,173,752","1,591,480","1,582,272"
9,42,Pratapgarh,Rural,"2,997,891","1,499,782","1,498,109"
9,42,Pratapgarh,Urban,"175,861","91,698","84,163"
9,43,Kaushambi,Total,"1,596,909","838,095","758,814"
9,43,Kaushambi,Rural,"1,472,538","772,938","699,600"
9,43,Kaushambi,Urban,"124,371","65,157","59,214"
9,44,Allahabad ,Total,"5,959,798","3,133,479","2,826,319"
9,44,Allahabad ,Rural,"4,483,188","2,340,830","2,142,358"
9,44,Allahabad ,Urban,"1,476,610","792,649","683,961"
9,45,Bara Banki,Total,"3,257,983","1,707,951","1,550,032"
9,45,Bara Banki,Rural,"2,927,736","1,534,465","1,393,271"
9,45,Bara Banki,Urban,"330,247","173,486","156,761"
9,46,Faizabad,Total,"2,468,371","1,258,455","1,209,916"
9,46,Faizabad,Rural,"2,125,588","1,076,551","1,049,037"
9,46,Faizabad,Urban,"342,783","181,904","160,879"
9,47,Ambedkar Nagar,Total,"2,398,709","1,214,225","1,184,484"
9,47,Ambedkar Nagar,Rural,"2,117,138","1,068,915","1,048,223"
9,47,Ambedkar Nagar,Urban,"281,571","145,310","136,261"
9,48,Sultanpur,Total,"3,790,922","1,916,297","1,874,625"
9,48,Sultanpur,Rural,"3,590,747","1,811,839","1,778,908"
9,48,Sultanpur,Urban,"200,175","104,458","95,717"
9,49,Bahraich,Total,"3,478,257","1,838,988","1,639,269"
9,49,Bahraich,Rural,"3,191,039","1,689,216","1,501,823"
9,49,Bahraich,Urban,"287,218","149,772","137,446"
9,50,Shrawasti,Total,"1,114,615","594,318","520,297"
9,50,Shrawasti,Rural,"1,076,166","574,166","502,000"
9,50,Shrawasti,Urban,"38,449","20,152","18,297"
9,51,Balrampur,Total,"2,149,066","1,117,984","1,031,082"
9,51,Balrampur,Rural,"1,982,784","1,031,001","951,783"
9,51,Balrampur,Urban,"166,282","86,983","79,299"
9,52,Gonda,Total,"3,431,386","1,785,629","1,645,757"
9,52,Gonda,Rural,"3,206,240","1,669,142","1,537,098"
9,52,Gonda,Urban,"225,146","116,487","108,659"
9,53,Siddharthnagar,Total,"2,553,526","1,296,046","1,257,480"
9,53,Siddharthnagar,Rural,"2,393,289","1,212,726","1,180,563"
9,53,Siddharthnagar,Urban,"160,237","83,320","76,917"
9,54,Basti,Total,"2,461,056","1,256,158","1,204,898"
9,54,Basti,Rural,"2,322,939","1,183,666","1,139,273"
9,54,Basti,Urban,"138,117","72,492","65,625"
9,55,Sant Kabir Nagar,Total,"1,714,300","870,547","843,753"
9,55,Sant Kabir Nagar,Rural,"1,586,160","803,811","782,349"
9,55,Sant Kabir Nagar,Urban,"128,140","66,736","61,404"
9,56,Mahrajganj,Total,"2,665,292","1,375,367","1,289,925"
9,56,Mahrajganj,Rural,"2,530,502","1,305,592","1,224,910"
9,56,Mahrajganj,Urban,"134,790","69,775","65,015"
9,57,Gorakhpur,Total,"4,436,275","2,281,763","2,154,512"
9,57,Gorakhpur,Rural,"3,603,294","1,843,088","1,760,206"
9,57,Gorakhpur,Urban,"832,981","438,675","394,306"
9,58,Kushinagar,Total,"3,560,830","1,821,242","1,739,588"
9,58,Kushinagar,Rural,"3,392,768","1,733,709","1,659,059"
9,58,Kushinagar,Urban,"168,062","87,533","80,529"
9,59,Deoria,Total,"3,098,637","1,539,608","1,559,029"
9,59,Deoria,Rural,"2,781,739","1,374,765","1,406,974"
9,59,Deoria,Urban,"316,898","164,843","152,055"
9,60,Azamgarh,Total,"4,616,509","2,289,336","2,327,173"
9,60,Azamgarh,Rural,"4,223,125","2,086,704","2,136,421"
9,60,Azamgarh,Urban,"393,384","202,632","190,752"
9,61,Mau,Total,"2,205,170","1,114,888","1,090,282"
9,61,Mau,Rural,"1,705,386","858,391","846,995"
9,61,Mau,Urban,"499,784","256,497","243,287"
9,62,Ballia,Total,"3,223,642","1,667,557","1,556,085"
9,62,Ballia,Rural,"2,919,799","1,507,966","1,411,833"
9,62,Ballia,Urban,"303,843","159,591","144,252"
9,63,Jaunpur,Total,"4,476,072","2,217,635","2,258,437"
9,63,Jaunpur,Rural,"4,142,423","2,043,717","2,098,706"
9,63,Jaunpur,Urban,"333,649","173,918","159,731"
9,64,Ghazipur,Total,"3,622,727","1,856,584","1,766,143"
9,64,Ghazipur,Rural,"3,348,855","1,713,157","1,635,698"
9,64,Ghazipur,Urban,"273,872","143,427","130,445"
9,65,Chandauli,Total,"1,952,713","1,020,789","931,924"
9,65,Chandauli,Rural,"1,707,610","892,183","815,427"
9,65,Chandauli,Urban,"245,103","128,606","116,497"
9,66,Varanasi,Total,"3,682,194","1,928,641","1,753,553"
9,66,Varanasi,Rural,"2,082,934","1,081,293","1,001,641"
9,66,Varanasi,Urban,"1,599,260","847,348","751,912"
9,67,Sant Ravidas Nagar (Bhadohi),Total,"1,554,203","797,164","757,039"
9,67,Sant Ravidas Nagar (Bhadohi),Rural,"1,325,312","676,884","648,428"
9,67,Sant Ravidas Nagar (Bhadohi),Urban,"228,891","120,280","108,611"
9,68,Mirzapur,Total,"2,494,533","1,312,822","1,181,711"
9,68,Mirzapur,Rural,"2,148,058","1,128,022","1,020,036"
9,68,Mirzapur,Urban,"346,475","184,800","161,675"
9,69,Sonbhadra,Total,"1,862,612","973,480","889,132"
9,69,Sonbhadra,Rural,"1,548,549","805,318","743,231"
9,69,Sonbhadra,Urban,"314,063","168,162","145,901"
9,70,Etah,Total,"1,761,152","945,157","815,995"
9,70,Etah,Rural,"1,492,704","802,802","689,902"
9,70,Etah,Urban,"268,448","142,355","126,093"
9,71,Kanshiram Nagar,Total,"1,438,156","765,529","672,627"
9,71,Kanshiram Nagar,Rural,"1,149,795","613,637","536,158"
9,71,Kanshiram Nagar,Urban,"288,361","151,892","136,469"
10,0,BIHAR,Total,"103,804,637","54,185,347","49,619,290"
10,0,BIHAR,Rural,"92,075,028","47,983,851","44,091,177"
10,0,BIHAR,Urban,"11,729,609","6,201,496","5,528,113"
10,1,Pashchim Champaran,Total,"3,922,780","2,057,669","1,865,111"
10,1,Pashchim Champaran,Rural,"3,528,781","1,849,168","1,679,613"
10,1,Pashchim Champaran,Urban,"393,999","208,501","185,498"
10,2,Purba Champaran,Total,"5,082,868","2,674,037","2,408,831"
10,2,Purba Champaran,Rural,"4,683,820","2,462,046","2,221,774"
10,2,Purba Champaran,Urban,"399,048","211,991","187,057"
10,3,Sheohar,Total,"656,916","347,614","309,302"
10,3,Sheohar,Rural,"628,821","332,738","296,083"
10,3,Sheohar,Urban,"28,095","14,876","13,219"
10,4,Sitamarhi,Total,"3,419,622","1,800,441","1,619,181"
10,4,Sitamarhi,Rural,"3,228,904","1,698,885","1,530,019"
10,4,Sitamarhi,Urban,"190,718","101,556","89,162"
10,5,Madhubani,Total,"4,476,044","2,324,984","2,151,060"
10,5,Madhubani,Rural,"4,311,466","2,238,181","2,073,285"
10,5,Madhubani,Urban,"164,578","86,803","77,775"
10,6,Supaul,Total,"2,228,397","1,157,815","1,070,582"
10,6,Supaul,Rural,"2,122,869","1,101,955","1,020,914"
10,6,Supaul,Urban,"105,528","55,860","49,668"
10,7,Araria,Total,"2,806,200","1,460,878","1,345,322"
10,7,Araria,Rural,"2,637,656","1,371,982","1,265,674"
10,7,Araria,Urban,"168,544","88,896","79,648"
10,8,Kishanganj,Total,"1,690,948","868,845","822,103"
10,8,Kishanganj,Rural,"1,527,249","783,653","743,596"
10,8,Kishanganj,Urban,"163,699","85,192","78,507"
10,9,Purnia,Total,"3,273,127","1,695,829","1,577,298"
10,9,Purnia,Rural,"2,932,527","1,516,355","1,416,172"
10,9,Purnia,Urban,"340,600","179,474","161,126"
10,10,Katihar,Total,"3,068,149","1,601,158","1,466,991"
10,10,Katihar,Rural,"2,794,765","1,456,907","1,337,858"
10,10,Katihar,Urban,"273,384","144,251","129,133"
10,11,Madhepura,Total,"1,994,618","1,042,373","952,245"
10,11,Madhepura,Rural,"1,906,448","995,731","910,717"
10,11,Madhepura,Urban,"88,170","46,642","41,528"
10,12,Saharsa,Total,"1,897,102","995,502","901,600"
10,12,Saharsa,Rural,"1,741,927","912,913","829,014"
10,12,Saharsa,Urban,"155,175","82,589","72,586"
10,13,Darbhanga,Total,"3,921,971","2,053,043","1,868,928"
10,13,Darbhanga,Rural,"3,541,846","1,852,977","1,688,869"
10,13,Darbhanga,Urban,"380,125","200,066","180,059"
10,14,Muzaffarpur,Total,"4,778,610","2,517,500","2,261,110"
10,14,Muzaffarpur,Rural,"4,308,714","2,268,489","2,040,225"
10,14,Muzaffarpur,Urban,"469,896","249,011","220,885"
10,15,Gopalganj,Total,"2,558,037","1,269,677","1,288,360"
10,15,Gopalganj,Rural,"2,396,270","1,187,067","1,209,203"
10,15,Gopalganj,Urban,"161,767","82,610","79,157"
10,16,Siwan,Total,"3,318,176","1,672,121","1,646,055"
10,16,Siwan,Rural,"3,135,865","1,576,783","1,559,082"
10,16,Siwan,Urban,"182,311","95,338","86,973"
10,17,Saran,Total,"3,943,098","2,023,476","1,919,622"
10,17,Saran,Rural,"3,591,053","1,839,077","1,751,976"
10,17,Saran,Urban,"352,045","184,399","167,646"
10,18,Vaishali,Total,"3,495,249","1,847,058","1,648,191"
10,18,Vaishali,Rural,"3,262,715","1,723,227","1,539,488"
10,18,Vaishali,Urban,"232,534","123,831","108,703"
10,19,Samastipur,Total,"4,254,782","2,228,432","2,026,350"
10,19,Samastipur,Rural,"4,107,725","2,150,966","1,956,759"
10,19,Samastipur,Urban,"147,057","77,466","69,591"
10,20,Begusarai,Total,"2,954,367","1,560,203","1,394,164"
10,20,Begusarai,Rural,"2,387,311","1,260,269","1,127,042"
10,20,Begusarai,Urban,"567,056","299,934","267,122"
10,21,Khagaria,Total,"1,657,599","880,065","777,534"
10,21,Khagaria,Rural,"1,570,470","833,311","737,159"
10,21,Khagaria,Urban,"87,129","46,754","40,375"
10,22,Bhagalpur,Total,"3,032,226","1,614,014","1,418,212"
10,22,Bhagalpur,Rural,"2,432,126","1,294,753","1,137,373"
10,22,Bhagalpur,Urban,"600,100","319,261","280,839"
10,23,Banka,Total,"2,029,339","1,064,307","965,032"
10,23,Banka,Rural,"1,957,988","1,026,257","931,731"
10,23,Banka,Urban,"71,351","38,050","33,301"
10,24,Munger,Total,"1,359,054","723,280","635,774"
10,24,Munger,Rural,"974,425","518,935","455,490"
10,24,Munger,Urban,"384,629","204,345","180,284"
10,25,Lakhisarai,Total,"1,000,717","526,651","474,066"
10,25,Lakhisarai,Rural,"857,751","451,052","406,699"
10,25,Lakhisarai,Urban,"142,966","75,599","67,367"
10,26,Sheikhpura,Total,"634,927","329,593","305,334"
10,26,Sheikhpura,Rural,"526,132","272,244","253,888"
10,26,Sheikhpura,Urban,"108,795","57,349","51,446"
10,27,Nalanda,Total,"2,872,523","1,495,577","1,376,946"
10,27,Nalanda,Rural,"2,415,034","1,256,466","1,158,568"
10,27,Nalanda,Urban,"457,489","239,111","218,378"
10,28,Patna,Total,"5,772,804","3,051,117","2,721,687"
10,28,Patna,Rural,"3,262,711","1,718,206","1,544,505"
10,28,Patna,Urban,"2,510,093","1,332,911","1,177,182"
10,29,Bhojpur,Total,"2,720,155","1,431,722","1,288,433"
10,29,Bhojpur,Rural,"2,331,450","1,225,247","1,106,203"
10,29,Bhojpur,Urban,"388,705","206,475","182,230"
10,30,Buxar,Total,"1,707,643","888,356","819,287"
10,30,Buxar,Rural,"1,543,476","801,572","741,904"
10,30,Buxar,Urban,"164,167","86,784","77,383"
10,31,Kaimur (Bhabua),Total,"1,626,900","847,784","779,116"
10,31,Kaimur (Bhabua),Rural,"1,561,538","813,051","748,487"
10,31,Kaimur (Bhabua),Urban,"65,362","34,733","30,629"
10,32,Rohtas,Total,"2,962,593","1,547,856","1,414,737"
10,32,Rohtas,Rural,"2,535,085","1,322,509","1,212,576"
10,32,Rohtas,Urban,"427,508","225,347","202,161"
10,33,Aurangabad,Total,"2,511,243","1,310,867","1,200,376"
10,33,Aurangabad,Rural,"2,275,761","1,187,062","1,088,699"
10,33,Aurangabad,Urban,"235,482","123,805","111,677"
10,34,Gaya,Total,"4,379,383","2,266,865","2,112,518"
10,34,Gaya,Rural,"3,803,888","1,962,454","1,841,434"
10,34,Gaya,Urban,"575,495","304,411","271,084"
10,35,Nawada,Total,"2,216,653","1,145,123","1,071,530"
10,35,Nawada,Rural,"2,001,120","1,032,273","968,847"
10,35,Nawada,Urban,"215,533","112,850","102,683"
10,36,Jamui,Total,"1,756,078","914,368","841,710"
10,36,Jamui,Rural,"1,611,431","838,318","773,113"
10,36,Jamui,Urban,"144,647","76,050","68,597"
10,37,Jehanabad ,Total,"1,124,176","586,202","537,974"
10,37,Jehanabad ,Rural,"989,816","514,724","475,092"
10,37,Jehanabad ,Urban,"134,360","71,478","62,882"
10,38,Arwal,Total,"699,563","362,945","336,618"
10,38,Arwal,Rural,"648,094","336,048","312,046"
10,38,Arwal,Urban,"51,469","26,897","24,572"
11,0,SIKKIM,Total,"607,688","321,661","286,027"
11,0,SIKKIM,Rural,"455,962","242,122","213,840"
11,0,SIKKIM,Urban,"151,726","79,539","72,187"
11,1,North District,Total,"43,354","24,513","18,841"
11,1,North District,Rural,"38,706","22,052","16,654"
11,1,North District,Urban,"4,648","2,461","2,187"
11,2,West District,Total,"136,299","70,225","66,074"
11,2,West District,Rural,"131,060","67,522","63,538"
11,2,West District,Urban,"5,239","2,703","2,536"
11,3,South District,Total,"146,742","76,663","70,079"
11,3,South District,Rural,"125,653","65,887","59,766"
11,3,South District,Urban,"21,089","10,776","10,313"
11,4,East District,Total,"281,293","150,260","131,033"
11,4,East District,Rural,"160,543","86,661","73,882"
11,4,East District,Urban,"120,750","63,599","57,151"
12,0,ARUNACHAL PRADESH,Total,"1,382,611","720,232","662,379"
12,0,ARUNACHAL PRADESH,Rural,"1,069,165","554,304","514,861"
12,0,ARUNACHAL PRADESH,Urban,"313,446","165,928","147,518"
12,1,Tawang,Total,"49,950","29,361","20,589"
12,1,Tawang,Rural,"44,323","26,497","17,826"
12,1,Tawang,Urban,"5,627","2,864","2,763"
12,2,West Kameng,Total,"87,013","49,568","37,445"
12,2,West Kameng,Rural,"68,654","39,012","29,642"
12,2,West Kameng,Urban,"18,359","10,556","7,803"
12,3,East Kameng,Total,"78,413","38,974","39,439"
12,3,East Kameng,Rural,"60,156","29,793","30,363"
12,3,East Kameng,Urban,"18,257","9,181","9,076"
12,4,Papum Pare,Total,"176,385","90,447","85,938"
12,4,Papum Pare,Rural,"79,500","40,471","39,029"
12,4,Papum Pare,Urban,"96,885","49,976","46,909"
12,5,Upper Subansiri,Total,"83,205","41,974","41,231"
12,5,Upper Subansiri,Rural,"69,595","34,733","34,862"
12,5,Upper Subansiri,Urban,"13,610","7,241","6,369"
12,6,West Siang,Total,"112,272","58,589","53,683"
12,6,West Siang,Rural,"87,311","44,866","42,445"
12,6,West Siang,Urban,"24,961","13,723","11,238"
12,7,East Siang,Total,"99,019","50,467","48,552"
12,7,East Siang,Rural,"71,417","36,318","35,099"
12,7,East Siang,Urban,"27,602","14,149","13,453"
12,8,Upper Siang,Total,"35,289","18,657","16,632"
12,8,Upper Siang,Rural,"28,743","15,289","13,454"
12,8,Upper Siang,Urban,"6,546","3,368","3,178"
12,9,Changlang,Total,"147,951","77,289","70,662"
12,9,Changlang,Rural,"128,736","66,467","62,269"
12,9,Changlang,Urban,"19,215","10,822","8,393"
12,10,Tirap,Total,"111,997","57,992","54,005"
12,10,Tirap,Rural,"91,113","46,278","44,835"
12,10,Tirap,Urban,"20,884","11,714","9,170"
12,11,Lower Subansiri,Total,"82,839","41,935","40,904"
12,11,Lower Subansiri,Rural,"70,029","35,476","34,553"
12,11,Lower Subansiri,Urban,"12,810","6,459","6,351"
12,12,Kurung Kumey,Total,"89,717","44,226","45,491"
12,12,Kurung Kumey,Rural,"87,412","43,033","44,379"
12,12,Kurung Kumey,Urban,"2,305","1,193","1,112"
12,13,Dibang Valley,Total,"7,948","4,396","3,552"
12,13,Dibang Valley,Rural,"5,758","3,272","2,486"
12,13,Dibang Valley,Urban,"2,190","1,124","1,066"
12,14,Lower Dibang Valley,Total,"53,986","28,127","25,859"
12,14,Lower Dibang Valley,Rural,"42,601","22,031","20,570"
12,14,Lower Dibang Valley,Urban,"11,385","6,096","5,289"
12,15,Lohit,Total,"145,538","76,544","68,994"
12,15,Lohit,Rural,"113,700","59,698","54,002"
12,15,Lohit,Urban,"31,838","16,846","14,992"
12,16,Anjaw,Total,"21,089","11,686","9,403"
12,16,Anjaw,Rural,"20,117","11,070","9,047"
12,16,Anjaw,Urban,972,616,356
13,0,NAGALAND,Total,"1,980,602","1,025,707","954,895"
13,0,NAGALAND,Rural,"1,406,861","724,595","682,266"
13,0,NAGALAND,Urban,"573,741","301,112","272,629"
13,1,Mon,Total,"250,671","132,062","118,609"
13,1,Mon,Rural,"215,953","113,573","102,380"
13,1,Mon,Urban,"34,718","18,489","16,229"
13,2,Mokokchung,Total,"193,171","100,229","92,942"
13,2,Mokokchung,Rural,"137,517","70,528","66,989"
13,2,Mokokchung,Urban,"55,654","29,701","25,953"
13,3,Zunheboto,Total,"141,014","71,169","69,845"
13,3,Zunheboto,Rural,"113,409","56,762","56,647"
13,3,Zunheboto,Urban,"27,605","14,407","13,198"
13,4,Wokha,Total,"166,239","84,429","81,810"
13,4,Wokha,Rural,"131,254","66,301","64,953"
13,4,Wokha,Urban,"34,985","18,128","16,857"
13,5,Dimapur,Total,"379,769","198,163","181,606"
13,5,Dimapur,Rural,"182,492","94,501","87,991"
13,5,Dimapur,Urban,"197,277","103,662","93,615"
13,6,Phek,Total,"163,294","83,684","79,610"
13,6,Phek,Rural,"138,689","70,454","68,235"
13,6,Phek,Urban,"24,605","13,230","11,375"
13,7,Tuensang,Total,"196,801","101,977","94,824"
13,7,Tuensang,Rural,"159,960","82,485","77,475"
13,7,Tuensang,Urban,"36,841","19,492","17,349"
13,8,Longleng,Total,"50,593","26,588","24,005"
13,8,Longleng,Rural,"42,984","22,594","20,390"
13,8,Longleng,Urban,"7,609","3,994","3,615"
13,9,Kiphire,Total,"74,033","37,758","36,275"
13,9,Kiphire,Rural,"57,536","29,203","28,333"
13,9,Kiphire,Urban,"16,497","8,555","7,942"
13,10,Kohima,Total,"270,063","140,118","129,945"
13,10,Kohima,Rural,"146,914","76,370","70,544"
13,10,Kohima,Urban,"123,149","63,748","59,401"
13,11,Peren,Total,"94,954","49,530","45,424"
13,11,Peren,Rural,"80,153","41,824","38,329"
13,11,Peren,Urban,"14,801","7,706","7,095"
14,0,MANIPUR ,Total,"2,721,756","1,369,764","1,351,992"
14,0,MANIPUR ,Rural,"1,899,624","966,264","933,360"
14,0,MANIPUR ,Urban,"822,132","403,500","418,632"
14,1,Senapati,Total,"354,972","183,081","171,891"
14,1,Senapati,Rural,"347,518","179,374","168,144"
14,1,Senapati,Urban,"7,454","3,707","3,747"
14,2,Tamenglong,Total,"140,143","71,762","68,381"
14,2,Tamenglong,Rural,"124,416","63,745","60,671"
14,2,Tamenglong,Urban,"15,727","8,017","7,710"
14,3,Churachandpur,Total,"271,274","137,748","133,526"
14,3,Churachandpur,Rural,"253,901","129,276","124,625"
14,3,Churachandpur,Urban,"17,373","8,472","8,901"
14,4,Bishnupur,Total,"240,363","120,185","120,178"
14,4,Bishnupur,Rural,"152,068","76,605","75,463"
14,4,Bishnupur,Urban,"88,295","43,580","44,715"
14,5,Thoubal,Total,"420,517","209,674","210,843"
14,5,Thoubal,Rural,"271,311","135,981","135,330"
14,5,Thoubal,Urban,"149,206","73,693","75,513"
14,6,Imphal West,Total,"514,683","253,628","261,055"
14,6,Imphal West,Rural,"196,091","98,275","97,816"
14,6,Imphal West,Urban,"318,592","155,353","163,239"
14,7,Imphal East,Total,"452,661","225,130","227,531"
14,7,Imphal East,Rural,"270,307","136,347","133,960"
14,7,Imphal East,Urban,"182,354","88,783","93,571"
14,8,Ukhrul,Total,"183,115","94,013","89,102"
14,8,Ukhrul,Rural,"156,893","80,834","76,059"
14,8,Ukhrul,Urban,"26,222","13,179","13,043"
14,9,Chandel,Total,"144,028","74,543","69,485"
14,9,Chandel,Rural,"127,119","65,827","61,292"
14,9,Chandel,Urban,"16,909","8,716","8,193"
15,0,MIZORAM,Total,"1,091,014","552,339","538,675"
15,0,MIZORAM,Rural,"529,037","271,319","257,718"
15,0,MIZORAM,Urban,"561,977","281,020","280,957"
15,1,Mamit,Total,"85,757","44,567","41,190"
15,1,Mamit,Rural,"70,948","36,945","34,003"
15,1,Mamit,Urban,"14,809","7,622","7,187"
15,2,Kolasib,Total,"83,054","42,456","40,598"
15,2,Kolasib,Rural,"36,358","18,735","17,623"
15,2,Kolasib,Urban,"46,696","23,721","22,975"
15,3,Aizawl,Total,"404,054","201,072","202,982"
15,3,Aizawl,Rural,"91,217","46,828","44,389"
15,3,Aizawl,Urban,"312,837","154,244","158,593"
15,4,Champhai,Total,"125,370","63,299","62,071"
15,4,Champhai,Rural,"77,153","39,190","37,963"
15,4,Champhai,Urban,"48,217","24,109","24,108"
15,5,Serchhip,Total,"64,875","32,824","32,051"
15,5,Serchhip,Rural,"32,894","16,625","16,269"
15,5,Serchhip,Urban,"31,981","16,199","15,782"
15,6,Lunglei,Total,"154,094","79,252","74,842"
15,6,Lunglei,Rural,"92,611","47,550","45,061"
15,6,Lunglei,Urban,"61,483","31,702","29,781"
15,7,Lawngtlai,Total,"117,444","60,379","57,065"
15,7,Lawngtlai,Rural,"96,555","49,671","46,884"
15,7,Lawngtlai,Urban,"20,889","10,708","10,181"
15,8,Saiha,Total,"56,366","28,490","27,876"
15,8,Saiha,Rural,"31,301","15,775","15,526"
15,8,Saiha,Urban,"25,065","12,715","12,350"
16,0,TRIPURA,Total,"3,671,032","1,871,867","1,799,165"
16,0,TRIPURA,Rural,"2,710,051","1,385,505","1,324,546"
16,0,TRIPURA,Urban,"960,981","486,362","474,619"
16,1,West Tripura ,Total,"1,724,619","877,930","846,689"
16,1,West Tripura ,Rural,"1,047,345","535,911","511,434"
16,1,West Tripura ,Urban,"677,274","342,019","335,255"
16,2,South Tripura ,Total,"875,144","447,124","428,020"
16,2,South Tripura ,Rural,"752,139","384,418","367,721"
16,2,South Tripura ,Urban,"123,005","62,706","60,299"
16,3,Dhalai,Total,"377,988","194,342","183,646"
16,3,Dhalai,Rural,"337,513","173,599","163,914"
16,3,Dhalai,Urban,"40,475","20,743","19,732"
16,4,North Tripura,Total,"693,281","352,471","340,810"
16,4,North Tripura,Rural,"573,054","291,577","281,477"
16,4,North Tripura,Urban,"120,227","60,894","59,333"
17,0,MEGHALAYA,Total,"2,964,007","1,492,668","1,471,339"
17,0,MEGHALAYA,Rural,"2,368,971","1,194,757","1,174,214"
17,0,MEGHALAYA,Urban,"595,036","297,911","297,125"
17,1,West Garo Hills,Total,"642,923","324,900","318,023"
17,1,West Garo Hills,Rural,"567,845","287,296","280,549"
17,1,West Garo Hills,Urban,"75,078","37,604","37,474"
